sl_no,branch,sem,code,course_name,reg_no,name,credits
3192,EEE,7,U23CB103,U23CB103 - Computer Science & Business Systems (Sem 7),722822105120,Swetha S,3
3193,EEE,7,U23CB104,U23CB104 - Computer Science & Business Systems (Sem 7),722822105120,Swetha S,3
3194,EEE,7,U23EE413,U23EE413 - Electrical Power & Energy Engineering (Sem 7),722822105120,Swetha S,3
3195,EEE,7,U23EE582,U23EE582 - Electrical Power & Energy Engineering (Sem 7),722822105120,Swetha S,3
3196,EEE,7,U23EE514,U23EE514 - Electrical Power & Energy Engineering (Sem 7),722822105120,Swetha S,3
3197,EEE,7,U23EE544,U23EE544 - Electrical Power & Energy Engineering (Sem 7),722822105120,Swetha S,3
3198,EEE,7,U23EE522,U23EE522 - Electrical Power & Energy Engineering (Sem 7),722822105120,Swetha S,3
3199,EEE,7,U23EE524,U23EE524 - Electrical Power & Energy Engineering (Sem 7),722822105120,Swetha S,3
3200,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106101,Karthik B,3
3201,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106101,Karthik B,3
3202,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106101,Karthik B,3
3203,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106101,Karthik B,3
3204,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106101,Karthik B,3
3205,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106101,Karthik B,3
3206,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106102,Rahul K,3
3207,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106102,Rahul K,3
3208,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106102,Rahul K,3
3209,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106102,Rahul K,3
3210,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106102,Rahul K,3
3211,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106102,Rahul K,3
3212,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106103,Aravind A,3
3213,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106103,Aravind A,3
3214,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106103,Aravind A,3
3215,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106103,Aravind A,3
3216,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106103,Aravind A,3
3217,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106103,Aravind A,3
3218,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106104,Ishwarya S,3
3219,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106104,Ishwarya S,3
3220,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106104,Ishwarya S,3
3221,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106104,Ishwarya S,3
3222,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106104,Ishwarya S,3
3223,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106104,Ishwarya S,3
3224,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106105,Karthik T,3
3225,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106105,Karthik T,3
3226,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106105,Karthik T,3
3227,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106105,Karthik T,3
3228,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106105,Karthik T,3
3229,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106105,Karthik T,3
3230,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106106,Aravind T,3
3231,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106106,Aravind T,3
3232,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106106,Aravind T,3
3233,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106106,Aravind T,3
3234,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106106,Aravind T,3
3235,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106106,Aravind T,3
3236,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106107,Naveen K,3
3237,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106107,Naveen K,3
3238,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106107,Naveen K,3
3239,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106107,Naveen K,3
3240,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106107,Naveen K,3
3241,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106107,Naveen K,3
3242,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106108,Ishwarya K,3
3243,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106108,Ishwarya K,3
3244,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106108,Ishwarya K,3
3245,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106108,Ishwarya K,3
3246,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106108,Ishwarya K,3
3247,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106108,Ishwarya K,3
3248,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106109,Pavithra K,3
3249,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106109,Pavithra K,3
3250,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106109,Pavithra K,3
3251,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106109,Pavithra K,3
3252,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106109,Pavithra K,3
3253,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106109,Pavithra K,3
3254,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106110,Elango B,3
3255,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106110,Elango B,3
3256,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106110,Elango B,3
3257,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106110,Elango B,3
3258,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106110,Elango B,3
3259,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106110,Elango B,3
3260,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106111,Karthik T,3
3261,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106111,Karthik T,3
3262,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106111,Karthik T,3
3263,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106111,Karthik T,3
3264,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106111,Karthik T,3
3265,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106111,Karthik T,3
3266,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106112,Jayant N,3
3267,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106112,Jayant N,3
3268,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106112,Jayant N,3
3269,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106112,Jayant N,3
3270,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106112,Jayant N,3
3271,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106112,Jayant N,3
3272,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106113,Rahul B,3
3273,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106113,Rahul B,3
3274,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106113,Rahul B,3
3275,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106113,Rahul B,3
3276,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106113,Rahul B,3
3277,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106113,Rahul B,3
3278,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106114,Ishwarya B,3
3279,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106114,Ishwarya B,3
3280,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106114,Ishwarya B,3
3281,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106114,Ishwarya B,3
3282,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106114,Ishwarya B,3
3283,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106114,Ishwarya B,3
3284,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106115,Swetha S,3
3285,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106115,Swetha S,3
3286,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106115,Swetha S,3
3287,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106115,Swetha S,3
3288,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106115,Swetha S,3
3289,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106115,Swetha S,3
3290,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106116,Manoj R,3
3291,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106116,Manoj R,3
3292,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106116,Manoj R,3
3293,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106116,Manoj R,3
3294,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106116,Manoj R,3
3295,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106116,Manoj R,3
3296,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106117,Yash T,3
3297,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106117,Yash T,3
3298,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106117,Yash T,3
3299,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106117,Yash T,3
3300,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106117,Yash T,3
3301,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106117,Yash T,3
3302,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106118,Elango K,3
3303,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106118,Elango K,3
3304,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106118,Elango K,3
3305,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106118,Elango K,3
3306,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106118,Elango K,3
3307,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106118,Elango K,3
3308,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722824106119,Jayant N,3
3309,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722824106119,Jayant N,3
3310,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722824106119,Jayant N,3
3311,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722824106119,Jayant N,3
3312,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722824106119,Jayant N,3
3313,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722824106119,Jayant N,3
3314,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106101,Kavya T,3
3315,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106101,Kavya T,3
3316,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106101,Kavya T,3
3317,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106101,Kavya T,3
3318,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106101,Kavya T,3
3319,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106101,Kavya T,3
3320,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106101,Kavya T,3
3321,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106101,Kavya T,3
3322,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106103,Jayant M,3
3323,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106103,Jayant M,3
3324,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106103,Jayant M,3
3325,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106103,Jayant M,3
3326,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106103,Jayant M,3
3327,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106103,Jayant M,3
3328,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106103,Jayant M,3
3329,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106103,Jayant M,3
3330,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106104,Karthik V,3
3331,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106104,Karthik V,3
3332,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106104,Karthik V,3
3333,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106104,Karthik V,3
3334,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106104,Karthik V,3
3335,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106104,Karthik V,3
3336,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106104,Karthik V,3
3337,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106104,Karthik V,3
3338,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106105,Vidyut A,3
3339,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106105,Vidyut A,3
3340,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106105,Vidyut A,3
3341,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106105,Vidyut A,3
3342,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106105,Vidyut A,3
3343,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106105,Vidyut A,3
3344,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106105,Vidyut A,3
3345,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106105,Vidyut A,3
3346,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106106,Rahul S,3
3347,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106106,Rahul S,3
3348,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106106,Rahul S,3
3349,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106106,Rahul S,3
3350,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106106,Rahul S,3
3351,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106106,Rahul S,3
3352,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106106,Rahul S,3
3353,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106106,Rahul S,3
3354,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106107,Pavithra T,3
3355,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106107,Pavithra T,3
3356,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106107,Pavithra T,3
3357,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106107,Pavithra T,3
3358,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106107,Pavithra T,3
3359,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106107,Pavithra T,3
3360,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106107,Pavithra T,3
3361,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106107,Pavithra T,3
3362,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106108,Rahul P,3
3363,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106108,Rahul P,3
3364,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106108,Rahul P,3
3365,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106108,Rahul P,3
3366,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106108,Rahul P,3
3367,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106108,Rahul P,3
3368,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106108,Rahul P,3
3369,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106108,Rahul P,3
3370,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106109,Kavya T,3
3371,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106109,Kavya T,3
3372,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106109,Kavya T,3
3373,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106109,Kavya T,3
3374,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106109,Kavya T,3
3375,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106109,Kavya T,3
3376,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106109,Kavya T,3
3377,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106109,Kavya T,3
3378,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106110,Swetha N,3
3379,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106110,Swetha N,3
3380,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106110,Swetha N,3
3381,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106110,Swetha N,3
3382,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106110,Swetha N,3
3383,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106110,Swetha N,3
3384,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106110,Swetha N,3
3385,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106110,Swetha N,3
3386,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106111,Pavithra P,3
3387,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106111,Pavithra P,3
3388,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106111,Pavithra P,3
3389,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106111,Pavithra P,3
3390,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106111,Pavithra P,3
3391,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106111,Pavithra P,3
3392,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106111,Pavithra P,3
3393,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106111,Pavithra P,3
3394,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106112,Harini R,3
3395,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106112,Harini R,3
3396,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106112,Harini R,3
3397,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106112,Harini R,3
3398,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106112,Harini R,3
3399,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106112,Harini R,3
3400,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106112,Harini R,3
3401,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106112,Harini R,3
3402,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106113,Vidyut N,3
3403,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106113,Vidyut N,3
3404,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106113,Vidyut N,3
3405,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106113,Vidyut N,3
3406,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106113,Vidyut N,3
3407,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106113,Vidyut N,3
3408,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106113,Vidyut N,3
3409,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106113,Vidyut N,3
3410,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106114,Ishwarya N,3
3411,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106114,Ishwarya N,3
3412,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106114,Ishwarya N,3
3413,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106114,Ishwarya N,3
3414,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106114,Ishwarya N,3
3415,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106114,Ishwarya N,3
3416,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106114,Ishwarya N,3
3417,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106114,Ishwarya N,3
3418,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106115,Bhavana P,3
3419,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106115,Bhavana P,3
3420,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106115,Bhavana P,3
3421,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106115,Bhavana P,3
3422,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106115,Bhavana P,3
3423,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106115,Bhavana P,3
3424,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106115,Bhavana P,3
3425,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106115,Bhavana P,3
3426,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106116,Rahul N,3
3427,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106116,Rahul N,3
3428,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106116,Rahul N,3
3429,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106116,Rahul N,3
3430,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106116,Rahul N,3
3431,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106116,Rahul N,3
3432,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106116,Rahul N,3
3433,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106116,Rahul N,3
3434,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106117,Manoj S,3
3435,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106117,Manoj S,3
3436,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106117,Manoj S,3
3437,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106117,Manoj S,3
3438,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106117,Manoj S,3
3439,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106117,Manoj S,3
3440,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106117,Manoj S,3
3441,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106117,Manoj S,3
3442,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106118,Rahul M,3
3443,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106118,Rahul M,3
3444,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106118,Rahul M,3
3445,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722823106118,Rahul M,3
3446,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722823106118,Rahul M,3
3447,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722823106118,Rahul M,3
3448,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722823106118,Rahul M,3
3449,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722823106118,Rahul M,3
3450,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722823106119,Elango T,3
3451,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722823106119,Elango T,3
3452,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722823106119,Elango T,3
