name,reg_no,course_code,course_name,semester,branch,section,difficulty
Bhavya Singh,24AM081,MA301,Discrete Mathematics,3,AIML,B,hard
Bhavya Singh,24AM081,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Bhavya Singh,24AM081,AM302,Database Systems,3,AIML,B,medium
Bhavya Singh,24AM081,AM303,Computer Vision Basics,3,AIML,B,hard
Bhavya Singh,24AM081,AM304,Operating Systems,3,AIML,B,hard
Balaji Nair,24AM082,MA301,Discrete Mathematics,3,AIML,B,hard
Balaji Nair,24AM082,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Balaji Nair,24AM082,AM302,Database Systems,3,AIML,B,medium
Balaji Nair,24AM082,AM303,Computer Vision Basics,3,AIML,B,hard
Balaji Nair,24AM082,AM304,Operating Systems,3,AIML,B,hard
Ishita Natarajan,24AM083,MA301,Discrete Mathematics,3,AIML,B,hard
Ishita Natarajan,24AM083,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ishita Natarajan,24AM083,AM302,Database Systems,3,AIML,B,medium
Ishita Natarajan,24AM083,AM303,Computer Vision Basics,3,AIML,B,hard
Ishita Natarajan,24AM083,AM304,Operating Systems,3,AIML,B,hard
Ragul Selvam,24AM084,MA301,Discrete Mathematics,3,AIML,B,hard
Ragul Selvam,24AM084,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ragul Selvam,24AM084,AM302,Database Systems,3,AIML,B,medium
Ragul Selvam,24AM084,AM303,Computer Vision Basics,3,AIML,B,hard
Ragul Selvam,24AM084,AM304,Operating Systems,3,AIML,B,hard
Vaishnavi Iyer,24AM085,MA301,Discrete Mathematics,3,AIML,B,hard
Vaishnavi Iyer,24AM085,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Vaishnavi Iyer,24AM085,AM302,Database Systems,3,AIML,B,medium
Vaishnavi Iyer,24AM085,AM303,Computer Vision Basics,3,AIML,B,hard
Vaishnavi Iyer,24AM085,AM304,Operating Systems,3,AIML,B,hard
Usha Arumugam,24AM086,MA301,Discrete Mathematics,3,AIML,B,hard
Usha Arumugam,24AM086,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Usha Arumugam,24AM086,AM302,Database Systems,3,AIML,B,medium
Usha Arumugam,24AM086,AM303,Computer Vision Basics,3,AIML,B,hard
Usha Arumugam,24AM086,AM304,Operating Systems,3,AIML,B,hard
Saranya Nair,24AM087,MA301,Discrete Mathematics,3,AIML,B,hard
Saranya Nair,24AM087,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Saranya Nair,24AM087,AM302,Database Systems,3,AIML,B,medium
Saranya Nair,24AM087,AM303,Computer Vision Basics,3,AIML,B,hard
Saranya Nair,24AM087,AM304,Operating Systems,3,AIML,B,hard
Tamil Raghavan,24AM088,MA301,Discrete Mathematics,3,AIML,B,hard
Tamil Raghavan,24AM088,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Tamil Raghavan,24AM088,AM302,Database Systems,3,AIML,B,medium
Tamil Raghavan,24AM088,AM303,Computer Vision Basics,3,AIML,B,hard
Tamil Raghavan,24AM088,AM304,Operating Systems,3,AIML,B,hard
Ganesh Raghavan,24AM089,MA301,Discrete Mathematics,3,AIML,B,hard
Ganesh Raghavan,24AM089,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ganesh Raghavan,24AM089,AM302,Database Systems,3,AIML,B,medium
Ganesh Raghavan,24AM089,AM303,Computer Vision Basics,3,AIML,B,hard
Ganesh Raghavan,24AM089,AM304,Operating Systems,3,AIML,B,hard
Tamil Menon,24AM090,MA301,Discrete Mathematics,3,AIML,B,hard
Tamil Menon,24AM090,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Tamil Menon,24AM090,AM302,Database Systems,3,AIML,B,medium
Tamil Menon,24AM090,AM303,Computer Vision Basics,3,AIML,B,hard
Tamil Menon,24AM090,AM304,Operating Systems,3,AIML,B,hard
Yamini Subramaniam,24AM091,MA301,Discrete Mathematics,3,AIML,B,hard
Yamini Subramaniam,24AM091,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Yamini Subramaniam,24AM091,AM302,Database Systems,3,AIML,B,medium
Yamini Subramaniam,24AM091,AM303,Computer Vision Basics,3,AIML,B,hard
Yamini Subramaniam,24AM091,AM304,Operating Systems,3,AIML,B,hard
Divya Singh,24AM092,MA301,Discrete Mathematics,3,AIML,B,hard
Divya Singh,24AM092,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Divya Singh,24AM092,AM302,Database Systems,3,AIML,B,medium
Divya Singh,24AM092,AM303,Computer Vision Basics,3,AIML,B,hard
Divya Singh,24AM092,AM304,Operating Systems,3,AIML,B,hard
Gokul Iyer,24AM093,MA301,Discrete Mathematics,3,AIML,B,hard
Gokul Iyer,24AM093,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Gokul Iyer,24AM093,AM302,Database Systems,3,AIML,B,medium
Gokul Iyer,24AM093,AM303,Computer Vision Basics,3,AIML,B,hard
Gokul Iyer,24AM093,AM304,Operating Systems,3,AIML,B,hard
Oviya Arumugam,24AM094,MA301,Discrete Mathematics,3,AIML,B,hard
Oviya Arumugam,24AM094,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Oviya Arumugam,24AM094,AM302,Database Systems,3,AIML,B,medium
Oviya Arumugam,24AM094,AM303,Computer Vision Basics,3,AIML,B,hard
Oviya Arumugam,24AM094,AM304,Operating Systems,3,AIML,B,hard
Harini Srinivasan,24AM095,MA301,Discrete Mathematics,3,AIML,B,hard
Harini Srinivasan,24AM095,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Harini Srinivasan,24AM095,AM302,Database Systems,3,AIML,B,medium
Harini Srinivasan,24AM095,AM303,Computer Vision Basics,3,AIML,B,hard
Harini Srinivasan,24AM095,AM304,Operating Systems,3,AIML,B,hard
Tharun Arumugam,24AM096,MA301,Discrete Mathematics,3,AIML,B,hard
Tharun Arumugam,24AM096,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Tharun Arumugam,24AM096,AM302,Database Systems,3,AIML,B,medium
Tharun Arumugam,24AM096,AM303,Computer Vision Basics,3,AIML,B,hard
Tharun Arumugam,24AM096,AM304,Operating Systems,3,AIML,B,hard
Vishal Krishnan,24AM097,MA301,Discrete Mathematics,3,AIML,B,hard
Vishal Krishnan,24AM097,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Vishal Krishnan,24AM097,AM302,Database Systems,3,AIML,B,medium
Vishal Krishnan,24AM097,AM303,Computer Vision Basics,3,AIML,B,hard
Vishal Krishnan,24AM097,AM304,Operating Systems,3,AIML,B,hard
Harini Rajan,24AM098,MA301,Discrete Mathematics,3,AIML,B,hard
Harini Rajan,24AM098,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Harini Rajan,24AM098,AM302,Database Systems,3,AIML,B,medium
Harini Rajan,24AM098,AM303,Computer Vision Basics,3,AIML,B,hard
Harini Rajan,24AM098,AM304,Operating Systems,3,AIML,B,hard
Lavanya Murugan,24AM099,MA301,Discrete Mathematics,3,AIML,B,hard
Lavanya Murugan,24AM099,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Lavanya Murugan,24AM099,AM302,Database Systems,3,AIML,B,medium
Lavanya Murugan,24AM099,AM303,Computer Vision Basics,3,AIML,B,hard
Lavanya Murugan,24AM099,AM304,Operating Systems,3,AIML,B,hard
Akash Murugan,24AM100,MA301,Discrete Mathematics,3,AIML,B,hard
Akash Murugan,24AM100,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Akash Murugan,24AM100,AM302,Database Systems,3,AIML,B,medium
Akash Murugan,24AM100,AM303,Computer Vision Basics,3,AIML,B,hard
Akash Murugan,24AM100,AM304,Operating Systems,3,AIML,B,hard
Jayesh Srinivasan,24AM101,MA301,Discrete Mathematics,3,AIML,B,hard
Jayesh Srinivasan,24AM101,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Jayesh Srinivasan,24AM101,AM302,Database Systems,3,AIML,B,medium
Jayesh Srinivasan,24AM101,AM303,Computer Vision Basics,3,AIML,B,hard
Jayesh Srinivasan,24AM101,AM304,Operating Systems,3,AIML,B,hard
Dhanush Patel,24AM102,MA301,Discrete Mathematics,3,AIML,B,hard
Dhanush Patel,24AM102,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Dhanush Patel,24AM102,AM302,Database Systems,3,AIML,B,medium
Dhanush Patel,24AM102,AM303,Computer Vision Basics,3,AIML,B,hard
Dhanush Patel,24AM102,AM304,Operating Systems,3,AIML,B,hard
Pavithra Venkatesh,24AM103,MA301,Discrete Mathematics,3,AIML,B,hard
Pavithra Venkatesh,24AM103,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Pavithra Venkatesh,24AM103,AM302,Database Systems,3,AIML,B,medium
Pavithra Venkatesh,24AM103,AM303,Computer Vision Basics,3,AIML,B,hard
Pavithra Venkatesh,24AM103,AM304,Operating Systems,3,AIML,B,hard
Ishita Raghavan,24AM104,MA301,Discrete Mathematics,3,AIML,B,hard
Ishita Raghavan,24AM104,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ishita Raghavan,24AM104,AM302,Database Systems,3,AIML,B,medium
Ishita Raghavan,24AM104,AM303,Computer Vision Basics,3,AIML,B,hard
Ishita Raghavan,24AM104,AM304,Operating Systems,3,AIML,B,hard
Ishita Nair,24AM105,MA301,Discrete Mathematics,3,AIML,B,hard
Ishita Nair,24AM105,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ishita Nair,24AM105,AM302,Database Systems,3,AIML,B,medium
Ishita Nair,24AM105,AM303,Computer Vision Basics,3,AIML,B,hard
Ishita Nair,24AM105,AM304,Operating Systems,3,AIML,B,hard
Lavanya Kumar,24AM106,MA301,Discrete Mathematics,3,AIML,B,hard
Lavanya Kumar,24AM106,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Lavanya Kumar,24AM106,AM302,Database Systems,3,AIML,B,medium
Lavanya Kumar,24AM106,AM303,Computer Vision Basics,3,AIML,B,hard
Lavanya Kumar,24AM106,AM304,Operating Systems,3,AIML,B,hard
Sanjay Singh,24AM107,MA301,Discrete Mathematics,3,AIML,B,hard
Sanjay Singh,24AM107,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Sanjay Singh,24AM107,AM302,Database Systems,3,AIML,B,medium
Sanjay Singh,24AM107,AM303,Computer Vision Basics,3,AIML,B,hard
Sanjay Singh,24AM107,AM304,Operating Systems,3,AIML,B,hard
Mohan Gopal,24AM108,MA301,Discrete Mathematics,3,AIML,B,hard
Mohan Gopal,24AM108,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Mohan Gopal,24AM108,AM302,Database Systems,3,AIML,B,medium
Mohan Gopal,24AM108,AM303,Computer Vision Basics,3,AIML,B,hard
Mohan Gopal,24AM108,AM304,Operating Systems,3,AIML,B,hard
Madhan Menon,24AM109,MA301,Discrete Mathematics,3,AIML,B,hard
Madhan Menon,24AM109,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Madhan Menon,24AM109,AM302,Database Systems,3,AIML,B,medium
Madhan Menon,24AM109,AM303,Computer Vision Basics,3,AIML,B,hard
Madhan Menon,24AM109,AM304,Operating Systems,3,AIML,B,hard
Anjali Patel,24AM110,MA301,Discrete Mathematics,3,AIML,B,hard
Anjali Patel,24AM110,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Anjali Patel,24AM110,AM302,Database Systems,3,AIML,B,medium
Anjali Patel,24AM110,AM303,Computer Vision Basics,3,AIML,B,hard
Anjali Patel,24AM110,AM304,Operating Systems,3,AIML,B,hard
Fathima Krishnan,24AM111,MA301,Discrete Mathematics,3,AIML,B,hard
Fathima Krishnan,24AM111,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Fathima Krishnan,24AM111,AM302,Database Systems,3,AIML,B,medium
Fathima Krishnan,24AM111,AM303,Computer Vision Basics,3,AIML,B,hard
Fathima Krishnan,24AM111,AM304,Operating Systems,3,AIML,B,hard
Kiran Nair,24AM112,MA301,Discrete Mathematics,3,AIML,B,hard
Kiran Nair,24AM112,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Kiran Nair,24AM112,AM302,Database Systems,3,AIML,B,medium
Kiran Nair,24AM112,AM303,Computer Vision Basics,3,AIML,B,hard
Kiran Nair,24AM112,AM304,Operating Systems,3,AIML,B,hard
Aarav Iyer,24AM113,MA301,Discrete Mathematics,3,AIML,B,hard
Aarav Iyer,24AM113,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Aarav Iyer,24AM113,AM302,Database Systems,3,AIML,B,medium
Aarav Iyer,24AM113,AM303,Computer Vision Basics,3,AIML,B,hard
Aarav Iyer,24AM113,AM304,Operating Systems,3,AIML,B,hard
Hema Duraisamy,24AM114,MA301,Discrete Mathematics,3,AIML,B,hard
Hema Duraisamy,24AM114,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Hema Duraisamy,24AM114,AM302,Database Systems,3,AIML,B,medium
Hema Duraisamy,24AM114,AM303,Computer Vision Basics,3,AIML,B,hard
Hema Duraisamy,24AM114,AM304,Operating Systems,3,AIML,B,hard
Jayesh Pandian,24AM115,MA301,Discrete Mathematics,3,AIML,B,hard
Jayesh Pandian,24AM115,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Jayesh Pandian,24AM115,AM302,Database Systems,3,AIML,B,medium
Jayesh Pandian,24AM115,AM303,Computer Vision Basics,3,AIML,B,hard
Jayesh Pandian,24AM115,AM304,Operating Systems,3,AIML,B,hard
Dhanush Anand,24AM116,MA301,Discrete Mathematics,3,AIML,B,hard
Dhanush Anand,24AM116,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Dhanush Anand,24AM116,AM302,Database Systems,3,AIML,B,medium
Dhanush Anand,24AM116,AM303,Computer Vision Basics,3,AIML,B,hard
Dhanush Anand,24AM116,AM304,Operating Systems,3,AIML,B,hard
Sneha Ramasamy,24AM117,MA301,Discrete Mathematics,3,AIML,B,hard
Sneha Ramasamy,24AM117,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Sneha Ramasamy,24AM117,AM302,Database Systems,3,AIML,B,medium
Sneha Ramasamy,24AM117,AM303,Computer Vision Basics,3,AIML,B,hard
Sneha Ramasamy,24AM117,AM304,Operating Systems,3,AIML,B,hard
Mohan Anand,24AM118,MA301,Discrete Mathematics,3,AIML,B,hard
Mohan Anand,24AM118,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Mohan Anand,24AM118,AM302,Database Systems,3,AIML,B,medium
Mohan Anand,24AM118,AM303,Computer Vision Basics,3,AIML,B,hard
Mohan Anand,24AM118,AM304,Operating Systems,3,AIML,B,hard
Pooja Sharma,24AM119,MA301,Discrete Mathematics,3,AIML,B,hard
Pooja Sharma,24AM119,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Pooja Sharma,24AM119,AM302,Database Systems,3,AIML,B,medium
Pooja Sharma,24AM119,AM303,Computer Vision Basics,3,AIML,B,hard
Pooja Sharma,24AM119,AM304,Operating Systems,3,AIML,B,hard
Ravi Palaniswamy,24AM120,MA301,Discrete Mathematics,3,AIML,B,hard
Ravi Palaniswamy,24AM120,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ravi Palaniswamy,24AM120,AM302,Database Systems,3,AIML,B,medium
Ravi Palaniswamy,24AM120,AM303,Computer Vision Basics,3,AIML,B,hard
Ravi Palaniswamy,24AM120,AM304,Operating Systems,3,AIML,B,hard
Kavya Ramasamy,24AM121,MA301,Discrete Mathematics,3,AIML,B,hard
Kavya Ramasamy,24AM121,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Kavya Ramasamy,24AM121,AM302,Database Systems,3,AIML,B,medium
Kavya Ramasamy,24AM121,AM303,Computer Vision Basics,3,AIML,B,hard
Kavya Ramasamy,24AM121,AM304,Operating Systems,3,AIML,B,hard
Ragul Subramaniam,24AM122,MA301,Discrete Mathematics,3,AIML,B,hard
Ragul Subramaniam,24AM122,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ragul Subramaniam,24AM122,AM302,Database Systems,3,AIML,B,medium
Ragul Subramaniam,24AM122,AM303,Computer Vision Basics,3,AIML,B,hard
Ragul Subramaniam,24AM122,AM304,Operating Systems,3,AIML,B,hard
Venkat Selvam,24AM123,MA301,Discrete Mathematics,3,AIML,B,hard
Venkat Selvam,24AM123,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Venkat Selvam,24AM123,AM302,Database Systems,3,AIML,B,medium
Venkat Selvam,24AM123,AM303,Computer Vision Basics,3,AIML,B,hard
Venkat Selvam,24AM123,AM304,Operating Systems,3,AIML,B,hard
Priya Murugan,24AM124,MA301,Discrete Mathematics,3,AIML,B,hard
Priya Murugan,24AM124,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Priya Murugan,24AM124,AM302,Database Systems,3,AIML,B,medium
Priya Murugan,24AM124,AM303,Computer Vision Basics,3,AIML,B,hard
Priya Murugan,24AM124,AM304,Operating Systems,3,AIML,B,hard
Krithika Murugan,24AM125,MA301,Discrete Mathematics,3,AIML,B,hard
Krithika Murugan,24AM125,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Krithika Murugan,24AM125,AM302,Database Systems,3,AIML,B,medium
Krithika Murugan,24AM125,AM303,Computer Vision Basics,3,AIML,B,hard
Krithika Murugan,24AM125,AM304,Operating Systems,3,AIML,B,hard
Pranav Sundar,24AM126,MA301,Discrete Mathematics,3,AIML,B,hard
Pranav Sundar,24AM126,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Pranav Sundar,24AM126,AM302,Database Systems,3,AIML,B,medium
Pranav Sundar,24AM126,AM303,Computer Vision Basics,3,AIML,B,hard
Pranav Sundar,24AM126,AM304,Operating Systems,3,AIML,B,hard
Keerthana Venkatesh,24AM127,MA301,Discrete Mathematics,3,AIML,B,hard
Keerthana Venkatesh,24AM127,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Keerthana Venkatesh,24AM127,AM302,Database Systems,3,AIML,B,medium
Keerthana Venkatesh,24AM127,AM303,Computer Vision Basics,3,AIML,B,hard
Keerthana Venkatesh,24AM127,AM304,Operating Systems,3,AIML,B,hard
Rahul Gopal,24AM128,MA301,Discrete Mathematics,3,AIML,B,hard
Rahul Gopal,24AM128,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Rahul Gopal,24AM128,AM302,Database Systems,3,AIML,B,medium
Rahul Gopal,24AM128,AM303,Computer Vision Basics,3,AIML,B,hard
Rahul Gopal,24AM128,AM304,Operating Systems,3,AIML,B,hard
Manoj Anand,24AM129,MA301,Discrete Mathematics,3,AIML,B,hard
Manoj Anand,24AM129,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Manoj Anand,24AM129,AM302,Database Systems,3,AIML,B,medium
Manoj Anand,24AM129,AM303,Computer Vision Basics,3,AIML,B,hard
Manoj Anand,24AM129,AM304,Operating Systems,3,AIML,B,hard
Gokul Ramasamy,24AM130,MA301,Discrete Mathematics,3,AIML,B,hard
Gokul Ramasamy,24AM130,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Gokul Ramasamy,24AM130,AM302,Database Systems,3,AIML,B,medium
Gokul Ramasamy,24AM130,AM303,Computer Vision Basics,3,AIML,B,hard
Gokul Ramasamy,24AM130,AM304,Operating Systems,3,AIML,B,hard
Kishore Rajan,24AM131,MA301,Discrete Mathematics,3,AIML,B,hard
Kishore Rajan,24AM131,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Kishore Rajan,24AM131,AM302,Database Systems,3,AIML,B,medium
Kishore Rajan,24AM131,AM303,Computer Vision Basics,3,AIML,B,hard
Kishore Rajan,24AM131,AM304,Operating Systems,3,AIML,B,hard
Vishal Murugan,24AM132,MA301,Discrete Mathematics,3,AIML,B,hard
Vishal Murugan,24AM132,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Vishal Murugan,24AM132,AM302,Database Systems,3,AIML,B,medium
Vishal Murugan,24AM132,AM303,Computer Vision Basics,3,AIML,B,hard
Vishal Murugan,24AM132,AM304,Operating Systems,3,AIML,B,hard
Pradeep Patel,24AM133,MA301,Discrete Mathematics,3,AIML,B,hard
Pradeep Patel,24AM133,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Pradeep Patel,24AM133,AM302,Database Systems,3,AIML,B,medium
Pradeep Patel,24AM133,AM303,Computer Vision Basics,3,AIML,B,hard
Pradeep Patel,24AM133,AM304,Operating Systems,3,AIML,B,hard
Jayesh Singh,24AM134,MA301,Discrete Mathematics,3,AIML,B,hard
Jayesh Singh,24AM134,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Jayesh Singh,24AM134,AM302,Database Systems,3,AIML,B,medium
Jayesh Singh,24AM134,AM303,Computer Vision Basics,3,AIML,B,hard
Jayesh Singh,24AM134,AM304,Operating Systems,3,AIML,B,hard
Vijay Patel,24AM135,MA301,Discrete Mathematics,3,AIML,B,hard
Vijay Patel,24AM135,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Vijay Patel,24AM135,AM302,Database Systems,3,AIML,B,medium
Vijay Patel,24AM135,AM303,Computer Vision Basics,3,AIML,B,hard
Vijay Patel,24AM135,AM304,Operating Systems,3,AIML,B,hard
Ganesh Subramaniam,24AM136,MA301,Discrete Mathematics,3,AIML,B,hard
Ganesh Subramaniam,24AM136,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ganesh Subramaniam,24AM136,AM302,Database Systems,3,AIML,B,medium
Ganesh Subramaniam,24AM136,AM303,Computer Vision Basics,3,AIML,B,hard
Ganesh Subramaniam,24AM136,AM304,Operating Systems,3,AIML,B,hard
Rahul Reddy,24AM137,MA301,Discrete Mathematics,3,AIML,B,hard
Rahul Reddy,24AM137,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Rahul Reddy,24AM137,AM302,Database Systems,3,AIML,B,medium
Rahul Reddy,24AM137,AM303,Computer Vision Basics,3,AIML,B,hard
Rahul Reddy,24AM137,AM304,Operating Systems,3,AIML,B,hard
Naveen Menon,24AM138,MA301,Discrete Mathematics,3,AIML,B,hard
Naveen Menon,24AM138,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Naveen Menon,24AM138,AM302,Database Systems,3,AIML,B,medium
Naveen Menon,24AM138,AM303,Computer Vision Basics,3,AIML,B,hard
Naveen Menon,24AM138,AM304,Operating Systems,3,AIML,B,hard
Naveen Murugan,24AM139,MA301,Discrete Mathematics,3,AIML,B,hard
Naveen Murugan,24AM139,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Naveen Murugan,24AM139,AM302,Database Systems,3,AIML,B,medium
Naveen Murugan,24AM139,AM303,Computer Vision Basics,3,AIML,B,hard
Naveen Murugan,24AM139,AM304,Operating Systems,3,AIML,B,hard
Ishita Nair,24AM140,MA301,Discrete Mathematics,3,AIML,B,hard
Ishita Nair,24AM140,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Ishita Nair,24AM140,AM302,Database Systems,3,AIML,B,medium
Ishita Nair,24AM140,AM303,Computer Vision Basics,3,AIML,B,hard
Ishita Nair,24AM140,AM304,Operating Systems,3,AIML,B,hard
Rohit Balasubramanian,24AM141,MA301,Discrete Mathematics,3,AIML,B,hard
Rohit Balasubramanian,24AM141,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Rohit Balasubramanian,24AM141,AM302,Database Systems,3,AIML,B,medium
Rohit Balasubramanian,24AM141,AM303,Computer Vision Basics,3,AIML,B,hard
Rohit Balasubramanian,24AM141,AM304,Operating Systems,3,AIML,B,hard
Dhanush Singh,24AM142,MA301,Discrete Mathematics,3,AIML,B,hard
Dhanush Singh,24AM142,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Dhanush Singh,24AM142,AM302,Database Systems,3,AIML,B,medium
Dhanush Singh,24AM142,AM303,Computer Vision Basics,3,AIML,B,hard
Dhanush Singh,24AM142,AM304,Operating Systems,3,AIML,B,hard
Oviya Palaniswamy,24AM143,MA301,Discrete Mathematics,3,AIML,B,hard
Oviya Palaniswamy,24AM143,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Oviya Palaniswamy,24AM143,AM302,Database Systems,3,AIML,B,medium
Oviya Palaniswamy,24AM143,AM303,Computer Vision Basics,3,AIML,B,hard
Oviya Palaniswamy,24AM143,AM304,Operating Systems,3,AIML,B,hard
Rahul Ramasamy,24AM144,MA301,Discrete Mathematics,3,AIML,B,hard
Rahul Ramasamy,24AM144,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Rahul Ramasamy,24AM144,AM302,Database Systems,3,AIML,B,medium
Rahul Ramasamy,24AM144,AM303,Computer Vision Basics,3,AIML,B,hard
Rahul Ramasamy,24AM144,AM304,Operating Systems,3,AIML,B,hard
Kumar Rajan,24AM145,MA301,Discrete Mathematics,3,AIML,B,hard
Kumar Rajan,24AM145,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Kumar Rajan,24AM145,AM302,Database Systems,3,AIML,B,medium
Kumar Rajan,24AM145,AM303,Computer Vision Basics,3,AIML,B,hard
Kumar Rajan,24AM145,AM304,Operating Systems,3,AIML,B,hard
Tharun Nair,24AM146,MA301,Discrete Mathematics,3,AIML,B,hard
Tharun Nair,24AM146,AM301,Machine Learning Fundamentals,3,AIML,B,hard
Tharun Nair,24AM146,AM302,Database Systems,3,AIML,B,medium
Tharun Nair,24AM146,AM303,Computer Vision Basics,3,AIML,B,hard
Tharun Nair,24AM146,AM304,Operating Systems,3,AIML,B,hard
Jayesh Venkatesh,24AM001,AM401,Deep Learning,4,AIML,A,hard
Jayesh Venkatesh,24AM001,AM402,Natural Language Processing,4,AIML,A,hard
Jayesh Venkatesh,24AM001,AM403,Reinforcement Learning,4,AIML,A,hard
Jayesh Venkatesh,24AM001,AM404,Big Data Technologies,4,AIML,A,hard
Jayesh Venkatesh,24AM001,MA401,Probability & Statistics,4,AIML,A,medium
Vaishnavi Arumugam,24AM002,AM401,Deep Learning,4,AIML,A,hard
Vaishnavi Arumugam,24AM002,AM402,Natural Language Processing,4,AIML,A,hard
Vaishnavi Arumugam,24AM002,AM403,Reinforcement Learning,4,AIML,A,hard
Vaishnavi Arumugam,24AM002,AM404,Big Data Technologies,4,AIML,A,hard
Vaishnavi Arumugam,24AM002,MA401,Probability & Statistics,4,AIML,A,medium
Priya Kumar,24AM003,AM401,Deep Learning,4,AIML,A,hard
Priya Kumar,24AM003,AM402,Natural Language Processing,4,AIML,A,hard
Priya Kumar,24AM003,AM403,Reinforcement Learning,4,AIML,A,hard
Priya Kumar,24AM003,AM404,Big Data Technologies,4,AIML,A,hard
Priya Kumar,24AM003,MA401,Probability & Statistics,4,AIML,A,medium
Kishore Sundar,24AM004,AM401,Deep Learning,4,AIML,A,hard
Kishore Sundar,24AM004,AM402,Natural Language Processing,4,AIML,A,hard
Kishore Sundar,24AM004,AM403,Reinforcement Learning,4,AIML,A,hard
Kishore Sundar,24AM004,AM404,Big Data Technologies,4,AIML,A,hard
Kishore Sundar,24AM004,MA401,Probability & Statistics,4,AIML,A,medium
Tamil Balasubramanian,24AM005,AM401,Deep Learning,4,AIML,A,hard
Tamil Balasubramanian,24AM005,AM402,Natural Language Processing,4,AIML,A,hard
Tamil Balasubramanian,24AM005,AM403,Reinforcement Learning,4,AIML,A,hard
Tamil Balasubramanian,24AM005,AM404,Big Data Technologies,4,AIML,A,hard
Tamil Balasubramanian,24AM005,MA401,Probability & Statistics,4,AIML,A,medium
Aryan Thangavel,24AM006,AM401,Deep Learning,4,AIML,A,hard
Aryan Thangavel,24AM006,AM402,Natural Language Processing,4,AIML,A,hard
Aryan Thangavel,24AM006,AM403,Reinforcement Learning,4,AIML,A,hard
Aryan Thangavel,24AM006,AM404,Big Data Technologies,4,AIML,A,hard
Aryan Thangavel,24AM006,MA401,Probability & Statistics,4,AIML,A,medium
